B_born,B_rel,G_born,G_rel,N,P,c2,maxF,nb,phi,sec,seed,status,z
43.66655341140443,29.220485078427117,26.000160116392244,2.461629961547395,128,0.16680761622147808,0.22828503967521185,1.5378328558496301e-09,123,0.65,0.9764127731323242,0,accepted,6.390243902439025
44.99984737066097,30.411670226929893,28.454159995522357,0.4741065681957437,128,0.19901859841225086,0.2375911736478898,3.0339935754714054e-09,126,0.65,0.7892162799835205,1,accepted,6.428571428571429
47.110703118371326,31.594035024256353,25.646551370331736,1.273167488196151,128,0.32528307560286857,0.24682839862700276,3.0317513061671464e-09,127,0.65,0.6720080375671387,2,accepted,6.677165354330708
47.77556738455317,32.90960151358559,31.181500672381972,6.455437521736332,128,0.7573399665833529,0.25710626182488744,7.657678005590363e-09,124,0.65,0.5836057662963867,3,accepted,6.935483870967742
49.21983083421094,35.67446568172867,27.793083050565894,2.1514968646354298,128,0.8060048542907307,0.27870676313850523,4.691428259762098e-09,126,0.655,0.463670015335083,0,accepted,7.031746031746032
46.66599713486094,31.88132306788483,27.20677108628135,0.8916912961415591,128,0.4122759198043751,0.24907283646785022,3.377800654631724e-09,125,0.655,0.6504371166229248,1,accepted,6.72
48.11019764901769,34.69902202227994,28.141312907800085,1.1957360073224983,128,0.5036082583455807,0.27108610954906204,5.527203941714173e-09,128,0.655,0.44748425483703613,2,accepted,6.765625
46.55484775089585,31.642823907624418,28.041845573298463,0.8393645403803731,128,0.41859855275933494,0.24720956177831577,5.868596920921565e-09,126,0.655,0.790806770324707,3,accepted,6.650793650793651
47.88760868281482,36.60444588445819,27.32340172871698,3.7420756060231035,128,0.6094083114366756,0.2859722334723296,4.28600407074986e-09,125,0.662,0.6919598579406738,0,accepted,6.896
49.66415957611015,36.09184274472232,27.57570408418629,5.3306205039685715,128,0.8304603652519308,0.28196752144314313,3.2279423405057184e-09,127,0.662,0.4669325351715088,1,accepted,7.039370078740157
50.885984205295024,35.02246981469159,28.356322368616883,5.893563266369039,128,0.890287882198289,0.27361304542727805,1.9778060202503382e-08,128,0.662,0.8020749092102051,2,accepted,7.15625
48.997611433729,35.395151136034556,27.472965569425643,6.000981047399819,128,0.8030200139536604,0.27652461825026997,3.663174001113101e-09,125,0.662,0.6251227855682373,3,accepted,7.056
52.21619355008091,37.71666415024809,30.761290866625206,8.146021675180158,128,1.3073820337665438,0.2946614386738132,8.887701595516884e-09,127,0.672,0.308168888092041,0,accepted,7.4015748031496065
51.66114262087906,36.88665060298501,29.485458937241383,7.896842600869395,128,1.260099571700057,0.28817695783582037,1.6886825892487023e-08,128,0.672,0.458965539932251,1,accepted,7.265625
51.43788320562699,39.025091740518214,28.21114298911497,4.040409233989848,128,1.4106103083163715,0.30488352922279854,6.3927126127405476e-09,127,0.672,0.40398311614990234,2,accepted,7.291338582677166
50.66188509085426,34.99479440645467,29.31982285292356,6.0141060541810525,128,1.1288074180960639,0.27339683130042713,1.3024190363350452e-08,127,0.672,0.9619646072387695,3,accepted,7.181102362204724
53.544088434922465,36.697383200911744,30.221757771244874,0.5224514099214979,128,1.8623546728584721,0.286698306257123,9.952850007696745e-09,128,0.685,0.4907388687133789,0,accepted,7.53125
52.43576603601404,38.677879337321194,28.67083791713729,9.525559052454803,128,1.6352858028300385,0.30217093232282183,1.1259413442397948e-08,126,0.685,0.6961746215820312,1,accepted,7.492063492063492
53.8791612181969,35.803167252363735,32.747353542770085,10.746140923372288,128,1.65007009080037,0.2797122441590917,8.467604046755173e-09,127,0.685,0.46746158599853516,2,accepted,7.637795275590551
53.211046611144184,30.474567614683803,29.70165744202467,3.6551838827484,128,1.7763511275421784,0.2380825594897172,1.2341663155855664e-08,128,0.685,0.7703201770782471,3,accepted,7.484375
56.31079868470358,40.4614962174132,32.134346830215904,10.694356850379318,128,2.6058740072818867,0.3161054391985406,2.947349934945276e-08,128,0.7,0.3616366386413574,0,accepted,7.921875
55.86929244562361,42.329456654677884,30.36453078865253,7.394932098422139,128,2.539174333383759,0.33069888011467097,1.3720658990912238e-08,127,0.7,0.4396817684173584,1,accepted,7.921259842519685
56.19860755570748,40.822101128951424,30.292129495081937,7.205656903457129,128,2.734829085350517,0.318922665069933,4.768557279621367e-09,128,0.7,0.38583803176879883,2,accepted,7.90625
56.533055530577094,43.86317167394582,31.79144574369904,8.332632956344895,128,2.714581128640867,0.34268102870270173,9.595098030348859e-09,128,0.7,0.3652644157409668,3,accepted,7.953125
58.29366408062766,44.68387797047267,29.561107672587724,10.556978227784288,128,3.6441807669489585,0.34909279664431775,1.4742466017056421e-08,128,0.72,0.3160741329193115,0,accepted,8.203125
57.73836574369587,43.98832252154645,31.110574774124718,6.824169200500801,128,3.555843880143693,0.34365876969958165,1.1139021160316842e-08,127,0.72,0.4640343189239502,1,accepted,8.188976377952756
57.40662620341604,42.43916074993675,31.421186636906622,9.611393602321431,128,3.406705993394521,0.33155594335888083,5.412480515859519e-09,128,0.72,0.3832244873046875,2,accepted,8.078125
58.29769906519358,44.68858170150082,31.105880364892958,11.74825787975184,128,3.3957232807131845,0.3491295445429752,6.536021647518542e-09,128,0.72,0.4085056781768799,3,accepted,8.203125
91.44394458483622,60.272391191498656,54.688990973097944,3.9766447770018942,256,0.4901147789230806,0.23543902809179162,1.01120257799776e-08,251,0.65,4.795007944107056,0,accepted,6.557768924302789
92.77698581490938,64.54660717045134,53.71783457660975,6.163329039573796,256,0.6555061670878286,0.25213518425957554,7.725024127325231e-10,250,0.65,9.36061716079712,1,accepted,6.68
88.66613232557069,54.17094478477735,54.48660740479445,5.311431019342827,256,0.502268744389678,0.2116052530655365,7.623983624971409e-09,245,0.65,4.473357200622559,2,accepted,6.514285714285714
