t,rho (seed1, lambda_c)
5.000000000000000000e+00,5.629499999999999504e-01
6.000000000000000000e+00,5.484499999999999931e-01
7.000000000000000000e+00,5.401833333333333487e-01
8.000000000000000000e+00,5.326166666666666272e-01
9.000000000000000000e+00,5.230500000000000149e-01
1.000000000000000000e+01,5.107333333333333725e-01
1.200000000000000000e+01,4.961999999999999744e-01
1.300000000000000000e+01,4.955499999999999905e-01
1.400000000000000000e+01,4.929333333333333345e-01
1.600000000000000000e+01,4.784166666666666567e-01
1.700000000000000000e+01,4.773499999999999965e-01
1.900000000000000000e+01,4.669666666666666410e-01
2.100000000000000000e+01,4.610166666666666857e-01
2.400000000000000000e+01,4.531999999999999917e-01
2.600000000000000000e+01,4.511999999999999900e-01
2.900000000000000000e+01,4.404500000000000082e-01
3.200000000000000000e+01,4.323333333333333472e-01
3.500000000000000000e+01,4.269999999999999907e-01
3.900000000000000000e+01,4.197333333333333472e-01
4.300000000000000000e+01,4.141500000000000181e-01
4.800000000000000000e+01,4.037000000000000033e-01
5.300000000000000000e+01,3.951833333333333309e-01
5.800000000000000000e+01,3.953333333333333144e-01
6.400000000000000000e+01,3.909166666666666901e-01
7.100000000000000000e+01,3.845166666666666733e-01
7.800000000000000000e+01,3.786666666666666514e-01
8.700000000000000000e+01,3.661833333333333607e-01
9.600000000000000000e+01,3.621833333333333571e-01
1.060000000000000000e+02,3.574166666666666603e-01
1.160000000000000000e+02,3.522833333333333372e-01
1.290000000000000000e+02,3.452833333333333310e-01
1.420000000000000000e+02,3.411500000000000088e-01
1.570000000000000000e+02,3.396833333333333371e-01
1.730000000000000000e+02,3.362666666666666582e-01
1.910000000000000000e+02,3.324166666666666936e-01
2.110000000000000000e+02,3.268499999999999739e-01
2.330000000000000000e+02,3.240833333333333344e-01
2.570000000000000000e+02,3.216333333333333266e-01
2.830000000000000000e+02,3.132166666666666432e-01
3.130000000000000000e+02,3.108166666666666855e-01
3.450000000000000000e+02,3.096999999999999753e-01
3.810000000000000000e+02,3.016166666666666440e-01
4.210000000000000000e+02,2.988333333333333397e-01
4.640000000000000000e+02,2.962500000000000133e-01
5.120000000000000000e+02,2.862833333333333341e-01
5.650000000000000000e+02,2.828333333333333255e-01
6.240000000000000000e+02,2.708166666666666500e-01
6.890000000000000000e+02,2.681000000000000050e-01
7.600000000000000000e+02,2.661833333333333274e-01
8.390000000000000000e+02,2.630833333333333357e-01
9.260000000000000000e+02,2.600333333333333385e-01
1.022000000000000000e+03,2.559000000000000163e-01
1.127000000000000000e+03,2.495166666666666644e-01
1.244000000000000000e+03,2.470999999999999863e-01
1.373000000000000000e+03,2.453500000000000125e-01
1.515000000000000000e+03,2.445499999999999896e-01
1.672000000000000000e+03,2.434666666666666646e-01
1.845000000000000000e+03,2.321833333333333249e-01
2.037000000000000000e+03,2.313333333333333353e-01
2.247000000000000000e+03,2.239333333333333453e-01
2.480000000000000000e+03,2.276833333333333209e-01
2.737000000000000000e+03,2.265333333333333365e-01
3.021000000000000000e+03,2.255333333333333357e-01
3.333000000000000000e+03,2.212166666666666726e-01
3.679000000000000000e+03,2.219333333333333436e-01
4.059000000000000000e+03,2.202000000000000068e-01
4.480000000000000000e+03,2.150499999999999912e-01
4.944000000000000000e+03,2.082499999999999907e-01
5.456000000000000000e+03,2.097166666666666623e-01
6.021000000000000000e+03,2.099166666666666681e-01
6.644000000000000000e+03,2.027666666666666784e-01
7.332000000000000000e+03,2.022166666666666557e-01
8.091000000000000000e+03,1.927999999999999992e-01
8.929000000000000000e+03,1.984499999999999875e-01
9.853000000000000000e+03,1.860999999999999877e-01
1.087400000000000000e+04,1.880666666666666598e-01
1.200000000000000000e+04,1.892166666666666719e-01
